condition,MSc,age,female,nonUS,sensScale,MScIfControl,MScIfScared,sample,badRand,MScBadRand,Block,Select
1,27,31,0,0,-0.28,26,27,3,1,27,NA,0
1,20,67,0,0,-0.45,25,20,3,0,25,NA,0
0,11,49,0,1,-0.13,11,11,3,1,11,NA,1
0,38,57,1,0,-0.54,38,37,3,1,37,NA,0
0,27,32,1,1,1.76,27,21,3,0,27,NA,0
1,18,65,1,0,-0.33,21,18,3,1,18,NA,0
0,35,43,1,0,0.56,35,29,3,0,35,NA,0
0,24,59,1,0,-0.71,24,24,3,1,24,NA,0
1,41,33,1,0,1.07,43,41,3,0,43,NA,0
1,39,44,0,1,1.68,42,39,3,0,42,NA,0
0,32,59,1,1,-1.58,32,35,3,1,35,NA,0
1,12,44,0,1,1.01,13,12,3,0,13,NA,0
0,23,55,1,1,-1.52,23,22,3,1,22,NA,0
1,17,36,0,0,-0.57,19,17,3,1,17,NA,0
0,19,56,1,0,-0.25,19,20,3,0,19,NA,0
1,22,42,1,0,0.01,25,22,3,1,22,NA,0
1,20,40,0,0,0.66,25,20,3,0,25,NA,0
1,19,53,0,0,-0.54,23,19,3,0,23,NA,0
1,4,54,0,0,0.07,3,4,3,0,3,NA,0
0,21,42,0,0,0.97,21,15,3,1,15,NA,0
0,37,45,0,0,-0.9,37,38,3,1,38,NA,0
1,17,41,1,0,0.14,20,17,3,0,20,NA,0
0,12,43,0,0,-1.24,12,15,3,0,12,NA,0
1,30,35,0,0,-0.19,36,30,3,1,30,NA,0
0,29,60,1,1,0.21,29,33,3,0,29,NA,0
0,29,54,1,0,-0.7,29,24,3,1,24,NA,0
1,19,53,0,0,-0.54,19,19,3,1,19,NA,0
0,30,43,0,0,0.42,30,27,3,0,30,NA,0
1,5,50,0,0,0.87,8,5,3,0,8,NA,0
0,22,33,0,1,-0.07,22,18,3,0,22,NA,0
0,32,64,1,0,-0.12,32,31,3,1,31,NA,0
1,22,53,0,0,0.14,22,22,3,0,22,NA,0
0,29,51,1,0,-0.09,29,27,3,0,29,NA,0
1,15,48,0,0,0.71,22,15,3,0,22,NA,0
0,30,34,1,0,0.29,30,26,3,0,30,NA,0
0,31,50,1,0,0.46,31,30,3,0,31,NA,0
1,12,58,0,0,1.02,15,12,3,1,12,NA,0
0,28,40,0,0,0.4,28,25,3,1,25,NA,0
1,23,55,1,0,-2.26,20,23,3,1,23,NA,0
0,28,47,0,0,2.26,28,20,3,0,28,NA,0
1,33,46,1,0,-1.19,31,33,3,1,33,NA,0
1,28,48,1,0,0.03,34,28,3,1,28,NA,0
0,15,64,0,0,-0.7,15,14,3,1,14,NA,0
0,35,51,1,1,-0.51,35,36,3,1,36,NA,0
1,14,53,0,0,-0.94,19,14,3,0,19,NA,0
1,16,39,1,1,-0.92,17,16,3,1,16,NA,0
1,17,37,0,0,-1.62,18,17,3,1,17,NA,0
1,18,49,1,0,0.1,22,18,3,1,18,NA,0
0,17,43,0,0,0.17,17,16,3,1,16,NA,0
1,26,40,1,0,-0.16,28,26,3,0,28,NA,0
0,12,57,1,0,0.43,12,9,3,1,9,NA,0
0,23,48,1,0,-1.18,23,21,3,1,21,NA,0
1,37,52,0,0,-0.08,37,37,3,1,37,NA,0
0,33,52,1,1,1,33,27,3,0,33,NA,0
0,29,50,1,1,-1.48,29,33,3,1,33,NA,0
0,16,48,0,0,0.53,16,13,3,1,13,NA,0
0,27,71,1,0,1.34,27,22,3,0,27,NA,0
0,24,41,1,0,2.44,24,17,3,0,24,NA,0
0,19,59,0,0,1.26,19,16,3,0,19,NA,0
1,24,41,1,1,-1.14,25,24,3,1,24,NA,0
0,15,49,0,0,0.53,15,8,3,1,8,NA,0
0,26,49,1,0,0.36,26,23,3,0,26,NA,0
0,34,42,1,0,-0.61,34,33,3,1,33,NA,0
1,16,55,1,1,0.33,16,16,3,0,16,NA,0
1,39,35,0,1,0.7,39,39,3,0,39,NA,0
0,41,42,1,0,-1.09,41,40,3,1,40,NA,0
1,15,39,0,0,1.34,17,15,3,1,15,NA,0
1,33,42,1,0,-0.07,33,33,3,0,33,NA,0
1,13,71,1,0,3.25,23,13,3,0,23,NA,0
1,29,44,1,1,-1.34,27,29,3,1,29,NA,0
1,33,29,0,0,-0.33,34,33,3,0,34,NA,0
0,28,49,1,1,-0.11,28,31,3,1,31,NA,0
0,22,49,0,0,-0.13,22,21,3,1,21,NA,0
0,18,21,1,0,0.09,18,16,3,0,18,NA,0
0,14,54,0,1,-0.21,14,14,3,1,14,NA,0
0,16,66,1,0,0.4,16,13,3,1,13,NA,0
1,39,40,0,1,0.75,38,39,3,0,38,NA,0
1,40,62,1,1,-0.65,40,40,3,0,40,NA,0
1,0,71,0,0,0.66,1,0,3,0,1,NA,0
0,9,44,0,0,-0.89,9,10,3,1,10,NA,0
0,25,51,1,0,-0.06,25,24,3,1,24,NA,0
1,12,69,0,0,0.59,17,12,3,1,12,NA,0
0,33,62,1,1,-0.19,33,31,3,0,33,NA,0
0,30,31,1,0,-1.05,30,29,3,1,29,NA,0
0,34,51,1,0,-0.05,34,36,3,1,36,NA,0
0,10,68,0,1,1.06,10,9,3,0,10,NA,0
0,31,51,1,0,-1.37,31,29,3,1,29,NA,0
0,14,52,0,0,0.13,14,15,3,1,15,NA,0
0,18,51,1,0,0.84,18,12,3,0,18,NA,0
1,26,37,1,0,1.06,30,26,3,0,30,NA,0
0,27,47,1,0,-0.54,27,29,3,1,29,NA,0
1,24,41,0,0,-0.04,22,24,3,1,24,NA,0
0,23,48,0,0,-0.61,23,20,3,0,23,NA,0
1,29,20,1,0,-1.51,26,29,3,1,29,NA,0
0,27,27,0,0,-0.99,27,24,3,1,24,NA,0
0,30,64,1,0,-0.5,30,29,3,1,29,NA,0
1,22,54,1,0,0.38,23,22,3,0,23,NA,0
1,16,55,0,0,-0.51,19,16,3,0,19,NA,0
0,36,50,1,0,0.17,36,33,3,1,33,NA,0
1,47,34,1,1,1.26,46,47,3,0,46,NA,0
0,38,36,1,0,-0.11,38,39,3,1,39,NA,0
0,13,55,0,0,0.3,13,6,3,1,6,NA,0
1,33,30,1,0,0.71,37,33,3,1,33,NA,0
1,22,48,1,0,1.96,29,22,3,1,22,NA,0
0,0,59,0,1,1.1,0,0,3,0,0,NA,0
1,34,67,1,0,0.65,35,34,3,0,35,NA,0
1,34,25,1,0,1.5,38,34,3,0,38,NA,0
0,21,52,0,0,-0.3,21,17,3,0,21,NA,0
0,25,49,1,0,-0.51,25,25,3,0,25,NA,0
1,13,49,0,0,2.06,20,13,3,0,20,NA,0
1,21,61,1,0,0.45,20,21,3,1,21,NA,0
0,37,34,1,1,-1.4,37,39,3,1,39,NA,0
1,29,38,1,0,-0.8,24,29,3,1,29,NA,0
0,23,32,1,0,0.27,23,21,3,0,23,NA,0
0,45,35,1,0,-0.91,45,46,3,1,46,NA,0
1,37,47,1,0,-1.01,36,37,3,0,36,NA,0
0,30,37,0,0,1.78,30,23,3,0,30,NA,0
1,37,69,1,0,1.59,41,37,3,1,37,NA,0
1,32,35,1,0,-1.07,30,32,3,1,32,NA,0
0,24,43,1,0,-1.85,24,25,3,0,24,NA,0
0,23,55,1,0,0.2,23,22,3,0,23,NA,0
0,20,61,0,1,-0.34,20,20,3,1,20,NA,0
0,17,67,1,1,1.65,17,14,3,0,17,NA,0
1,32,34,1,1,-0.15,34,32,3,1,32,NA,0
0,31,33,1,0,0.57,31,30,3,0,31,NA,0
0,28,56,1,0,1.07,28,24,3,0,28,NA,0
1,30,46,0,0,-0.04,34,30,3,1,30,NA,0
1,16,65,0,1,-0.69,16,16,3,0,16,NA,0
1,34,52,1,0,0.1,32,34,3,1,34,NA,0
1,14,43,0,1,1.41,17,14,3,1,14,NA,0
1,17,42,0,0,0.19,20,17,3,0,20,NA,0
0,28,46,0,0,2.18,28,19,3,1,19,NA,0
1,17,56,0,0,-0.06,16,17,3,1,17,NA,0
0,13,55,1,1,0.61,13,10,3,0,13,NA,0
0,28,47,1,1,-0.93,28,31,3,1,31,NA,0
0,29,50,1,0,-0.23,29,30,3,0,29,NA,0
1,17,52,1,0,0.78,20,17,3,0,20,NA,0
0,40,29,1,0,-0.48,40,38,3,0,40,NA,0
0,11,52,0,0,-2.34,11,11,3,1,11,NA,0
0,25,49,0,0,-0.25,25,24,3,0,25,NA,0
0,24,44,0,0,0.97,24,22,3,0,24,NA,0
1,27,52,1,0,-0.33,26,27,3,0,26,NA,0
1,24,37,1,1,0.26,28,24,3,1,24,NA,0
1,23,68,1,0,-0.9,24,23,3,1,23,NA,0
1,14,50,1,0,-0.12,17,14,3,1,14,NA,0
1,15,64,0,0,-1.37,14,15,3,1,15,NA,0
1,44,50,0,0,-1.64,41,44,3,0,41,NA,0
1,18,33,0,0,-1.58,19,18,3,1,18,NA,0
1,14,73,1,0,1.54,18,14,3,0,18,NA,0
1,15,52,1,1,-0.18,17,15,3,1,15,NA,0
1,17,38,0,0,0.42,20,17,3,1,17,NA,0
1,11,59,0,0,-0.16,13,11,3,1,11,NA,0
0,18,71,1,0,-0.97,18,15,3,0,18,NA,0
0,19,50,0,0,0.14,19,21,3,0,19,NA,0
0,24,45,1,0,-0.54,24,21,3,0,24,NA,0
0,21,68,1,1,0.26,21,23,3,0,21,NA,0
1,15,55,0,0,-0.6,19,15,3,0,19,NA,0
1,12,57,0,0,-0.54,12,12,3,1,12,NA,0
1,31,67,0,0,-0.24,33,31,3,0,33,NA,0
1,29,31,1,0,0.74,33,29,3,0,33,NA,0
1,26,22,0,0,-0.12,26,26,3,0,26,NA,0
0,40,53,1,0,0.48,40,40,3,0,40,NA,0
1,26,39,1,1,0.77,29,26,3,0,29,NA,0
0,30,36,0,1,0.56,30,30,3,0,30,NA,0
0,33,42,1,1,0.55,33,31,3,0,33,NA,0
0,27,45,0,0,-0.96,27,28,3,0,27,NA,0
1,18,42,0,1,1.43,20,18,3,0,20,NA,0
1,18,58,0,1,-0.79,19,18,3,0,19,NA,0
0,14,63,0,0,0.46,14,12,3,0,14,NA,0
0,29,38,0,0,-0.19,29,24,3,1,24,NA,1
1,42,35,1,1,-0.9,36,42,3,1,42,NA,0
0,14,52,1,0,0.77,14,10,3,0,14,NA,0
0,11,60,0,0,0.04,11,13,3,0,11,NA,0
1,25,46,1,0,-0.38,21,25,3,1,25,NA,0
0,40,57,1,1,-0.59,40,38,3,1,38,NA,0
1,16,47,0,0,-0.21,20,16,3,1,16,NA,0
1,19,54,0,1,-0.34,15,19,3,1,19,NA,0
0,37,32,0,0,-0.64,37,36,3,1,36,NA,0
1,25,35,1,0,0.07,27,25,3,1,25,NA,0
1,8,67,0,0,0.52,9,8,3,0,9,NA,0
1,36,38,1,0,0.37,36,36,3,0,36,NA,0
1,27,45,0,1,-0.65,26,27,3,1,27,NA,0
0,21,51,0,1,0.58,21,19,3,1,19,NA,1
1,30,49,1,1,-0.57,32,30,3,0,32,NA,0
0,42,45,0,0,0.69,42,36,3,0,42,NA,0
0,31,37,1,0,1.98,31,23,3,0,31,NA,0
1,20,59,1,1,-0.54,19,20,3,1,20,NA,0
0,25,58,1,0,-0.53,25,24,3,1,24,NA,0
0,11,48,0,0,-0.1,11,8,3,1,8,NA,0
1,10,72,0,0,-0.81,9,10,3,1,10,NA,0
0,1,77,0,1,0.78,1,0,3,1,0,NA,0
1,23,47,0,1,-1.15,21,23,3,1,23,NA,0
1,3,59,0,1,0.36,5,3,3,1,3,NA,0
1,18,59,0,0,-0.05,21,18,3,0,21,NA,0
0,44,41,1,0,-0.36,44,40,3,1,40,NA,0
0,27,35,1,0,0.41,27,22,3,1,22,NA,0
1,22,59,0,0,-0.92,23,22,3,1,22,NA,0
1,24,57,1,0,1.32,29,24,3,0,29,NA,0
1,35,36,1,1,0.11,35,35,3,1,35,NA,0
1,22,54,1,0,0.25,25,22,3,1,22,NA,0
1,4,59,0,0,2.24,10,4,3,0,10,NA,0
1,25,56,1,0,0.19,27,25,3,0,27,NA,0
0,22,42,0,1,-0.82,22,24,3,0,22,NA,0
1,39,50,1,0,-2.41,38,39,3,1,39,NA,0
1,6,45,0,0,1.01,15,6,3,0,15,NA,0
1,20,41,0,1,-1.37,20,20,3,1,20,NA,0
1,28,40,0,0,1.47,32,28,3,0,32,NA,0
1,29,34,1,0,-0.38,30,29,3,1,29,NA,0
1,33,26,1,0,0.26,35,33,3,1,33,NA,0
0,31,61,1,0,-0.17,31,27,3,0,31,NA,0
0,25,50,1,0,0.61,25,20,3,0,25,NA,0
0,28,25,1,0,-0.64,28,30,3,1,30,NA,0
1,17,35,1,0,0.44,20,17,3,0,20,NA,0
0,20,44,0,0,-0.38,20,18,3,1,18,NA,0
1,5,74,0,1,0.65,6,5,3,1,5,NA,0
0,30,61,1,0,-0.52,30,31,3,1,31,NA,0
1,28,23,0,0,0.39,34,28,3,0,34,NA,0
0,16,56,0,0,0.6,16,10,3,0,16,NA,0
0,24,40,0,0,-0.59,24,21,3,1,21,NA,0
0,24,31,0,0,-0.43,24,21,3,0,24,NA,0
0,31,44,1,0,-0.3,31,31,3,1,31,NA,0
1,11,77,0,0,0.27,10,11,3,1,11,NA,0
1,12,63,0,0,0.19,14,12,3,0,14,NA,0
1,18,55,0,0,0.73,24,18,3,0,24,NA,0
0,39,39,1,0,0.23,39,37,3,1,37,NA,0
0,24,66,1,1,-0.31,24,25,3,0,24,NA,0
1,39,31,0,0,0.5,40,39,3,0,40,NA,0
1,37,37,1,1,0.32,35,37,3,1,37,NA,0
0,20,62,0,0,-0.4,20,19,3,1,19,NA,0
0,29,44,0,1,-0.34,29,31,3,1,31,NA,0
0,21,45,1,1,0.89,21,20,3,0,21,NA,0
0,40,38,1,0,-1.17,40,43,3,1,43,NA,0
0,20,41,0,0,-1,20,20,3,1,20,NA,0
1,35,34,1,1,-1.37,34,35,3,0,34,NA,0
1,24,55,1,0,-1.53,24,24,3,1,24,NA,0
0,38,35,1,0,-1.13,38,38,3,0,38,NA,0
1,18,46,0,0,0.2,19,18,3,1,18,NA,0
0,19,55,0,0,-2.28,19,22,3,1,22,NA,0
1,19,50,0,0,0.17,21,19,3,0,21,NA,0
0,21,43,1,0,-1.12,21,20,3,1,20,NA,0
1,39,33,1,1,-1.43,39,39,3,1,39,NA,0
1,32,45,0,0,0.11,32,32,3,0,32,NA,0
1,16,61,1,1,0.11,20,16,3,0,20,NA,0
0,16,56,0,0,0.87,16,13,3,1,13,NA,0
1,0,57,0,0,-0.58,0,0,3,1,0,NA,0
1,13,59,1,0,-1.12,14,13,3,1,13,NA,0
1,0,62,0,0,0.7,5,0,3,0,5,NA,0
0,27,67,1,1,0,27,25,3,0,27,NA,0
1,8,66,1,0,-0.68,12,8,3,0,12,NA,0
0,13,66,0,0,-0.43,13,11,3,0,13,NA,0
1,23,45,1,1,0.15,25,23,3,0,25,NA,0
1,27,28,1,0,1.46,31,27,3,0,31,NA,0
0,30,53,0,0,-1.05,30,30,3,0,30,NA,0
0,23,41,0,0,0.67,23,19,3,0,23,NA,0
0,17,58,0,0,-1.1,17,19,3,1,19,NA,0
0,23,71,0,0,-1.51,23,27,3,1,27,NA,0
0,22,31,0,0,0.76,22,20,3,0,22,NA,0
1,26,55,0,1,-1.46,23,26,3,1,26,NA,0
1,16,56,1,0,1.06,21,16,3,0,21,NA,0
1,11,53,0,0,0.01,13,11,3,1,11,NA,0
1,9,57,0,0,0.8,13,9,3,1,9,NA,0
1,31,29,1,0,-0.12,34,31,3,0,34,NA,0
0,18,73,1,0,1.03,18,14,3,0,18,NA,0
1,25,36,0,0,-1.35,22,25,3,1,25,NA,0
0,11,44,0,0,-0.34,11,11,3,0,11,NA,0
1,23,42,0,0,0.08,25,23,3,0,25,NA,0
1,24,68,1,1,1.04,28,24,3,0,28,NA,0
0,32,44,1,0,-1.41,32,32,3,1,32,NA,0
1,25,56,1,1,-1.09,21,25,3,1,25,NA,0
1,20,49,0,0,-1.41,18,20,3,0,18,NA,0
0,10,54,0,0,1.94,10,4,3,0,10,NA,0
0,31,48,0,0,1.15,31,27,3,0,31,NA,0
0,22,45,0,1,1.19,22,21,3,0,22,NA,0
0,7,67,0,0,-0.73,7,12,3,1,12,NA,0
0,8,76,0,0,-1.49,8,11,3,1,11,NA,0
1,35,62,1,0,-0.35,34,35,3,1,35,NA,0
0,27,50,0,0,-1.53,27,25,3,1,25,NA,0
0,27,45,1,0,0.91,27,19,3,1,19,NA,0
0,15,54,1,0,-0.78,15,12,3,1,12,NA,0
1,18,37,0,0,-1.72,18,18,3,1,18,NA,0
1,33,56,1,0,-0.06,36,33,3,0,36,NA,0
1,17,61,1,0,0.65,20,17,3,0,20,NA,0
0,32,57,1,1,0.46,32,30,3,0,32,NA,0
0,14,63,0,1,0.45,14,17,3,0,14,NA,0
0,2,83,0,0,-0.09,2,0,3,1,0,NA,0
1,20,54,1,0,-0.69,19,20,3,1,20,NA,0
1,20,50,0,1,0.5,23,20,3,0,23,NA,0
0,33,31,0,1,2.38,33,26,3,0,33,NA,0
0,32,75,1,0,-0.7,32,30,3,1,30,NA,0
1,25,59,1,0,0.23,29,25,3,0,29,NA,0
0,22,61,1,1,1.11,22,21,3,0,22,NA,0
1,16,48,1,0,0.31,22,16,3,0,22,NA,0
0,30,56,1,0,-1.61,30,30,3,1,30,NA,0
0,0,45,0,0,-0.39,0,2,3,0,0,NA,0
1,29,66,1,0,0.06,32,29,3,1,29,NA,0
1,26,41,1,0,-0.49,31,26,3,0,31,NA,0
1,32,27,0,0,-0.7,32,32,3,0,32,NA,0
1,25,44,0,0,-0.4,25,25,3,1,25,NA,0
1,14,51,0,0,-1.41,14,14,3,0,14,NA,0
0,14,38,1,1,0.16,14,14,3,0,14,NA,0
0,27,62,1,0,-1.63,27,23,3,1,23,NA,0
1,28,45,1,1,0.01,29,28,3,0,29,NA,0
0,24,51,1,0,0.51,24,20,3,0,24,NA,0
1,4,76,0,0,-0.27,7,4,3,0,7,NA,0
0,33,29,0,1,-0.16,33,34,3,1,34,NA,0
0,20,59,1,0,-1.28,20,21,3,1,21,NA,0
1,18,58,0,0,-0.69,18,18,3,1,18,NA,0
0,33,65,1,0,-0.52,33,32,3,0,33,NA,0
1,21,82,1,1,-0.82,22,21,3,1,21,NA,0
0,12,63,0,1,0.21,12,10,3,0,12,NA,0
0,9,43,0,0,-0.48,9,5,3,0,9,NA,0
0,17,52,0,0,0.9,17,11,3,1,11,NA,0
1,17,49,1,0,0.78,21,17,3,1,17,NA,0
0,27,49,1,0,-0.65,27,27,3,1,27,NA,0
0,23,59,0,0,-0.47,23,21,3,0,23,NA,0
1,31,69,1,0,-0.27,30,31,3,1,31,NA,0
1,24,56,0,0,-0.3,23,24,3,0,23,NA,0
0,31,44,1,0,1.64,31,25,3,0,31,NA,0
1,32,49,1,1,0,33,32,3,0,33,NA,0
0,32,55,1,0,-0.07,32,29,3,1,29,NA,0
0,29,43,0,0,-0.05,29,27,3,1,27,NA,0
0,21,56,0,0,0.7,21,19,3,1,19,NA,0
0,27,39,0,0,-0.63,27,29,3,1,29,NA,0
1,30,46,1,1,-0.91,26,30,3,1,30,NA,0
0,38,63,1,0,-0.31,38,39,3,0,38,NA,0
1,33,16,0,0,1.05,35,33,3,1,33,NA,0
0,27,31,0,0,0.89,27,22,3,0,27,NA,0
0,27,55,1,0,-0.37,27,27,3,1,27,NA,0
1,25,42,0,0,-0.74,25,25,3,1,25,NA,0
1,3,58,0,1,1.31,4,3,3,0,4,NA,0
1,18,57,1,0,0.21,18,18,3,1,18,NA,0
1,37,52,1,1,-0.1,37,37,3,0,37,NA,0
0,22,45,0,0,0.41,22,19,3,1,19,NA,0
0,29,36,1,1,0.16,29,28,3,0,29,NA,0
0,17,44,0,0,-0.51,17,18,3,1,18,NA,0
1,13,43,0,0,0.52,13,13,3,0,13,NA,0
1,30,37,1,0,-1.49,27,30,3,1,30,NA,0
1,0,67,0,1,-0.06,0,0,3,1,0,NA,0
1,11,35,0,0,-0.83,8,11,3,1,11,NA,0
0,13,48,0,0,-0.41,13,15,3,0,13,NA,0
0,25,38,1,1,1.36,25,18,3,0,25,NA,0
0,19,62,1,0,0.85,19,17,3,1,17,NA,0
0,26,41,1,1,1.09,26,23,3,1,23,NA,0
1,32,33,1,0,-0.37,33,32,3,1,32,NA,0
1,29,42,1,1,1.3,35,29,3,0,35,NA,0
0,40,37,1,0,-0.72,40,37,3,1,37,NA,0
0,14,58,0,0,0.1,14,11,3,0,14,NA,0
0,32,36,1,0,-0.5,32,31,3,1,31,NA,0
1,5,44,0,0,0.54,7,5,3,0,7,NA,0
0,33,51,0,0,0.72,33,34,3,1,34,NA,0
0,19,33,0,0,-0.72,19,21,3,1,21,NA,0
1,7,80,0,0,-0.74,8,7,3,1,7,NA,0
0,14,59,0,0,-1.4,14,18,3,1,18,NA,0
1,14,53,1,0,-0.86,17,14,3,1,14,NA,0
0,22,68,1,1,0.63,22,18,3,0,22,NA,0
1,22,68,1,1,-0.8,20,22,3,1,22,NA,0
0,29,31,0,0,0.73,29,25,3,0,29,NA,0
1,19,55,1,0,1.27,24,19,3,0,24,NA,0
1,26,41,0,0,-1.1,30,26,3,1,26,NA,0
0,40,39,1,0,-0.23,40,42,3,1,42,NA,0
0,23,41,0,0,-0.93,23,21,3,1,21,NA,0
0,17,40,1,0,1.2,17,10,3,0,17,NA,0
0,10,56,0,0,-0.15,10,7,3,0,10,NA,0
0,32,53,1,0,0.45,32,27,3,0,32,NA,0
0,15,60,1,0,-0.69,15,13,3,1,13,NA,0
0,22,61,1,0,3.11,22,17,3,0,22,NA,0
0,25,72,1,0,0.65,25,21,3,0,25,NA,0
0,22,72,1,1,0.04,22,22,3,1,22,NA,0
1,31,64,1,0,-0.03,32,31,3,0,32,NA,0
0,29,60,1,0,-1.53,29,29,3,1,29,NA,0
0,15,55,0,1,1.15,15,13,3,0,15,NA,0
0,25,48,1,1,-0.26,25,29,3,1,29,NA,0
1,10,66,0,0,0.38,13,10,3,1,10,NA,0
0,27,41,1,0,1.68,27,21,3,0,27,NA,0
0,29,56,1,0,0.21,29,28,3,0,29,NA,0
1,24,43,1,0,0.74,27,24,3,0,27,NA,0
0,27,62,1,0,1.27,27,21,3,0,27,NA,0
1,31,44,1,0,0.88,34,31,3,1,31,NA,0
1,12,69,1,0,-0.58,12,12,3,1,12,NA,0
1,32,33,1,0,0.55,34,32,3,0,34,NA,0
0,14,70,0,0,-0.49,14,17,3,1,17,NA,0
0,33,52,1,1,-0.42,33,35,3,0,33,NA,0
1,19,57,1,0,2.26,28,19,3,0,28,NA,0
1,14,70,1,0,-0.05,18,14,3,1,14,NA,0
1,33,52,1,0,-1.19,36,33,3,1,33,NA,0
0,19,46,0,0,1.69,19,19,3,0,19,NA,0
1,19,58,0,0,0.51,21,19,3,0,21,NA,0
0,21,58,1,0,-0.14,21,23,3,1,23,NA,0
0,14,53,1,0,1.88,14,5,3,0,14,NA,0
1,12,41,0,0,0.67,15,12,3,0,15,NA,0
0,30,57,1,1,-0.22,30,31,3,1,31,NA,0
1,32,14,0,0,-0.8,33,32,3,1,32,NA,0
0,34,34,1,0,0.46,34,30,3,0,34,NA,0
0,41,65,1,0,-0.44,41,45,3,1,45,NA,0
0,14,41,0,0,1.75,14,10,3,0,14,NA,0
1,11,59,0,0,-0.58,9,11,3,1,11,NA,0
1,11,56,0,1,0.73,12,11,3,0,12,NA,0
0,31,57,1,0,-1.4,31,29,3,1,29,NA,0
0,18,45,0,1,-0.48,18,20,3,1,20,NA,0
0,38,40,1,1,-1.52,38,42,3,1,42,NA,0
1,10,54,0,0,0.64,13,10,3,1,10,NA,0
1,20,55,0,0,2.49,23,20,3,0,23,NA,0
1,20,45,0,0,-0.93,18,20,3,0,18,NA,0
0,11,48,0,0,-1.02,11,12,3,1,12,NA,0
0,20,34,1,0,-0.86,20,22,3,0,20,NA,0
1,24,47,1,0,-0.1,26,24,3,0,26,NA,0
0,13,58,1,0,-0.23,13,14,3,1,14,NA,0
1,25,60,1,1,-0.03,23,25,3,1,25,NA,0
0,25,40,1,0,-0.93,25,26,3,0,25,NA,0
0,22,43,0,0,0.77,22,19,3,0,22,NA,0
0,14,55,0,1,-0.83,14,14,3,1,14,NA,0
1,23,40,0,0,-1.32,19,23,3,1,23,NA,0
0,26,51,1,0,0.02,26,22,3,1,22,NA,0
0,32,36,1,0,0.09,32,29,3,0,32,NA,0
0,21,48,0,0,0.46,21,21,3,0,21,NA,0
0,19,52,1,0,0.67,19,13,3,0,19,NA,0
1,25,49,1,0,0.69,27,25,3,0,27,NA,0
0,19,59,1,0,-1.97,19,23,3,1,23,NA,0
0,6,52,0,0,-0.58,6,6,3,0,6,NA,0
0,35,49,1,1,-0.39,35,38,3,1,38,NA,0
1,31,60,1,0,-0.95,29,31,3,0,29,NA,0
0,36,46,1,0,0.35,36,35,3,1,35,NA,0
0,26,50,0,0,0.51,26,25,3,0,26,NA,0
1,14,43,0,0,0.11,16,14,3,0,16,NA,0
1,29,48,1,0,-0.59,28,29,3,1,29,NA,0
0,22,50,0,0,-0.02,22,20,3,1,20,NA,0
1,1,54,0,0,0.46,4,1,3,1,1,NA,0
0,17,63,0,0,0.34,17,15,3,0,17,NA,0
1,39,60,1,0,0.49,41,39,3,1,39,NA,0
1,23,73,1,0,0.48,28,23,3,1,23,NA,0
0,23,54,0,0,0.08,23,21,3,1,21,NA,0
0,24,52,1,0,0.11,24,19,3,0,24,NA,0
0,35,50,0,0,0.32,35,31,3,0,35,NA,0
0,22,36,0,0,1.02,22,21,3,0,22,NA,0
0,14,62,0,0,-0.97,14,12,3,1,12,NA,0
0,21,38,1,1,-0.36,21,17,3,1,17,NA,0
0,19,47,1,0,-0.48,19,19,3,1,19,NA,0
0,26,61,1,0,0.95,26,23,3,0,26,NA,0
1,34,30,0,0,-1.29,35,34,3,1,34,NA,0
0,32,43,1,0,-0.49,32,33,3,1,33,NA,0
1,28,40,0,1,0.24,29,28,3,0,29,NA,0
1,22,58,1,0,1.1,30,22,3,0,30,NA,0
1,14,61,0,0,-0.2,15,14,3,1,14,NA,0
0,19,46,1,1,1.08,19,19,3,0,19,NA,0
1,25,37,1,0,0.04,27,25,3,0,27,NA,0
1,40,38,1,0,-0.42,40,40,3,1,40,NA,0
1,20,53,0,0,0.81,25,20,3,0,25,NA,0
0,30,53,0,1,-0.69,30,30,3,1,30,NA,0
1,28,42,0,1,-0.62,26,28,3,1,28,NA,0
0,16,64,1,1,0.59,16,14,3,1,14,NA,0
1,16,59,1,1,-0.76,19,16,3,0,19,NA,0
1,12,59,0,1,-0.35,9,12,3,1,12,NA,1
0,24,39,0,0,0.54,24,23,3,0,24,NA,0
1,17,70,0,0,1.4,16,17,3,0,16,NA,0
1,33,55,1,1,0.9,36,33,3,0,36,NA,0
1,24,70,1,0,0.99,26,24,3,0,26,NA,0
1,24,39,1,0,-0.12,26,24,3,0,26,NA,0
1,32,58,1,0,0.2,31,32,3,0,31,NA,0
1,28,12,1,0,0.42,33,28,3,0,33,NA,0
1,27,28,0,0,-0.04,29,27,3,0,29,NA,0
0,18,50,0,0,-0.11,18,17,3,0,18,NA,0
1,20,60,0,0,0.71,25,20,3,1,20,NA,0
1,21,56,1,0,-1.32,21,21,3,1,21,NA,0
0,30,38,1,1,-0.71,30,34,3,1,34,NA,0
0,33,34,1,0,0.73,33,32,3,1,32,NA,0
1,19,51,1,1,-0.32,22,19,3,1,19,NA,0
1,15,67,1,1,-0.6,15,15,3,1,15,NA,0
1,35,40,1,1,-2.32,30,35,3,1,35,NA,0
1,26,52,1,1,0.21,27,26,3,0,27,NA,0
0,16,41,0,0,-1.6,16,16,3,0,16,NA,0
1,34,28,0,0,1.01,38,34,3,0,38,NA,0
1,20,47,0,0,-0.06,26,20,3,1,20,NA,0
